1,0.325109
2,0.073788
3,0.064128
4,0.060039
5,0.057757
6,0.053006
7,0.049126
8,0.037759
9,0.032242
10,0.028825
11,0.027655
12,0.027553
13,0.028114
14,0.026766
15,0.026298
16,0.026551
17,0.022832
18,0.023131
19,0.021446
20,0.021675
21,0.019529
22,0.017256
23,0.017126
24,0.016165
25,0.0161
26,0.016372
27,0.015299
28,0.015498
29,0.015378
30,0.01586
31,0.014177
32,0.013672
33,0.013813
34,0.014347
35,0.013844
36,0.013134
37,0.013509
38,0.014287
39,0.014168
40,0.01431
41,0.011475
42,0.012622
43,0.012218
44,0.012827
45,0.013899
46,0.012808
47,0.011956
48,0.01228
49,0.012393
50,0.012647
51,0.012129
52,0.013753
53,0.012847
54,0.012545
55,0.011908
56,0.012754
57,0.011257
58,0.0136
59,0.01235
60,0.012026
61,0.012211
62,0.011313
63,0.01139
64,0.011581
65,0.011591
66,0.012636
67,0.012362
68,0.011532
69,0.012373
70,0.012546
71,0.011674
72,0.012447
73,0.011215
74,0.011157
75,0.012031
76,0.011489
77,0.011053
78,0.011508
79,0.011177
80,0.011266
81,0.01241
82,0.011757
83,0.011632
84,0.012689
85,0.012038
86,0.011821
87,0.011321
88,0.011158
89,0.01103
90,0.012737
91,0.012356
92,0.011972
93,0.011524
94,0.011065
95,0.011211
96,0.01082
97,0.009825
98,0.011267
99,0.013163
100,0.011206
101,0.011724
102,0.013242
103,0.011365
104,0.011425
105,0.011955
106,0.010198
107,0.011235
108,0.01194
109,0.010523
110,0.011178
111,0.010683
112,0.011984
113,0.010455
114,0.011705
115,0.011196
116,0.012623
117,0.011873
118,0.013818
119,0.013399
120,0.012299
121,0.010737
122,0.010403
123,0.011937
124,0.011129
125,0.01114
126,0.012054
127,0.012113
128,0.011862
129,0.011101
130,0.011468
131,0.011441
132,0.011039
133,0.010636
134,0.010808
135,0.011801
136,0.010722
137,0.011493
138,0.011605
139,0.011651
140,0.011132
141,0.011269
142,0.010564
143,0.011345
144,0.011104
145,0.012302
146,0.010436
147,0.010764
148,0.011059
149,0.011323
150,0.01072
151,0.011952
152,0.010771
153,0.011927
154,0.01022
155,0.009869
156,0.006316
157,0.006414
158,0.005737
159,0.005277
160,0.005704
161,0.005363
162,0.004735
163,0.004826
164,0.004903
165,0.005292
166,0.005241
167,0.005223
168,0.005191
169,0.004568
170,0.005636
171,0.004568
172,0.004812
173,0.004798
174,0.004493
175,0.00506
176,0.004188
177,0.004778
178,0.004607
179,0.004618
180,0.004661
181,0.004906
182,0.004989
183,0.004508
184,0.004353
185,0.004592
186,0.005336
187,0.00438
188,0.004645
189,0.004361
190,0.004788
191,0.004842
192,0.004231
193,0.004148
194,0.003885
195,0.004395
196,0.005047
197,0.004347
198,0.004384
199,0.00394
200,0.00466
201,0.004588
202,0.004256
203,0.004872
204,0.004766
205,0.003838
206,0.004449
207,0.004429
208,0.004207
209,0.004239
210,0.004984
211,0.004568
212,0.004702
213,0.004974
214,0.004255
215,0.004627
216,0.005055
217,0.004433
218,0.00426
219,0.004138
220,0.004221
221,0.004137
222,0.004434
223,0.004313
224,0.005003
225,0.003775
226,0.004134
227,0.004118
228,0.003766
229,0.003489
230,0.003357
231,0.003467
232,0.003067
233,0.0034
234,0.003182
235,0.003217
236,0.003336
237,0.003573
238,0.003164
239,0.002971
240,0.00307
241,0.00294
242,0.00291
243,0.002687
244,0.002738
245,0.002785
246,0.002658
247,0.002791
248,0.00292
249,0.002949
250,0.00297
251,0.003026
252,0.002729
253,0.002736
254,0.002806
255,0.002769
256,0.00294
257,0.002747
258,0.003101
259,0.002794
260,0.002786
261,0.002863
262,0.002652
263,0.002606
264,0.002702
265,0.002816
266,0.002541
267,0.002587
268,0.002632
269,0.002711
270,0.002525
271,0.002709
272,0.002912
273,0.00273
274,0.002798
275,0.002704
276,0.003021
277,0.002882
278,0.002855
279,0.002936
280,0.0025
281,0.002604
282,0.002621
283,0.002773
284,0.002436
285,0.002579
286,0.002655
287,0.002925
288,0.002802
289,0.002557
290,0.002647
291,0.002446
292,0.0026
293,0.002555
294,0.002907
295,0.00276
296,0.00257
297,0.002702
298,0.002682
299,0.00272
300,0.002803
